Authority Name,SNAC,LAid,Service Name,LGSL,LGIL,Service URL
Ashfield District Council,37UB,6,Find out about backdating of council tax benefit claims,62,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/backdating/
Ashfield District Council,37UB,6,Find out about council tax benefit,63,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/current-claim--council-tax-benefit-/
Ashfield District Council,37UB,6,Find out about changes in circumstances which affect council tax benefit claims,64,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/current-claim--council-tax-benefit-/
Ashfield District Council,37UB,6,Appeal against a council tax benefit decision,65,0,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/council-tax-benefit-appeals/
Ashfield District Council,37UB,6,Find out about appeals relating to council tax benefit decisions,65,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/council-tax-benefit-appeals/
Ashfield District Council,37UB,6,Find out about backdating of housing benefit claims,68,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-benefit---new-claim/
Ashfield District Council,37UB,6,Check your eligibility for housing benefit,69,0,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-benefit---new-claim/how-can-i-claim-housing-benefit-or-council-tax-benefit-/
Ashfield District Council,37UB,6,Find out about housing benefit,69,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-benefit---new-claim/
Ashfield District Council,37UB,6,Report a change in circumstances affecting housing benefit,70,0,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-benefit---new-claim/how-can-i-claim-housing-benefit-or-council-tax-benefit-/
Ashfield District Council,37UB,6,Find out about changes in circumstances which affect housing benefit claims,70,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-benefit---new-claim/
Ashfield District Council,37UB,6,Appeal against a housing benefit decision,72,0,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-benefit---new-claim/i-think-my-benefit-is-wrong--what-can-i-do-/
Ashfield District Council,37UB,6,Find out about appeals relating to housing benefit decisions,72,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-benefit---new-claim/i-think-my-benefit-is-wrong--what-can-i-do-/
Ashfield District Council,37UB,6,Find out about Housing Association homes,87,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/registered-providers-of-social-housing--also-known-as-housing-associations-or-registered-social-landlords/housing-association-homes-in-ashfield/
Ashfield District Council,37UB,6,Apply for a mutual council home exchange,88,0,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/251/navid/72/parentid/12
Ashfield District Council,37UB,6,Find out about mutual council home exchange,88,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/
Ashfield District Council,37UB,6,Apply for a council home,92,0,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/96/navid/64/parentid/12
Ashfield District Council,37UB,6,Find out about applying for a council home,92,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/council-housing/
Ashfield District Council,37UB,6,Find out about support for council tenants who are victims of nuisance,98,8,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/pollution/pollution-control---noise/
Ashfield District Council,37UB,6,Find out about community safety on council estates,99,8,http://www.ashfield-dc.gov.uk/ccm/navigation/community-and-living/community-protection-service/community-safety/
Ashfield District Council,37UB,6,Report suspected squatters in a council property,101,0,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/200/navid/159/parentid/18
Ashfield District Council,37UB,6,Find out about squatters and unauthorised occupants in council property,101,8,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/200/navid/159/parentid/18
Ashfield District Council,37UB,6,Find out about help from the council for private tenants,108,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/private-housing/existing-private-tenancy/
Ashfield District Council,37UB,6,Find out about advice for council tenants,109,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/council-housing/
Ashfield District Council,37UB,6,Find out about advice for homeless people,112,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/housing-advice/homelessness-and-homelessness-prevention/
Ashfield District Council,37UB,6,Find out about rent arrears on a council tenancy,116,8,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/106/navid/85
Ashfield District Council,37UB,6,Find out about eviction from council housing,117,8,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/149/navid/213
Ashfield District Council,37UB,6,Find out about council housing rents,120,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-benefit---new-claim/how-much-rent-will-you-use-to-work-out-my-housing-benefit-/
Ashfield District Council,37UB,6,Find out about the modernisation of council properties,129,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/housing-improvement-and-repairs/
Ashfield District Council,37UB,6,Find out about adaptions to council properties for people with mobility problems,130,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/housing-improvement-and-repairs/housing-grants/
Ashfield District Council,37UB,6,Apply for disabled facilities grant ,137,0,http://www.nottinghamshire.gov.uk/home/social_care/helpathome/occupationaltherapy.htm
Ashfield District Council,37UB,6,Find out about disabled facilities grants,137,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/housing-improvement-and-repairs/housing-grants/
Ashfield District Council,37UB,6,Find out about emergency out of hours repairs to council homes,139,8,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/1170/navid/328
Ashfield District Council,37UB,6,Request a repair to a council property,141,0,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/1170/navid/328
Ashfield District Council,37UB,6,Find out about repairs to council properties,141,8,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/1170/navid/328
Ashfield District Council,37UB,6,Find out about decoration and disturbance allowances for council tenants,143,8,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/1011/navid/325
Ashfield District Council,37UB,6,Find out about Housing - council - rechargeable repairs,146,8,http://www.ashfieldhomes.co.uk/index.cfm/page/services.content.cfm/cid/182/navid/142
Ashfield District Council,37UB,6,Find out about council safety inspections of homes in multiple occupation,150,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/multiple-occupancy-homes/
Ashfield District Council,37UB,6,Make an application under the right to buy scheme,151,0,http://www.ashfield-dc.gov.uk/ccm/navigation/business/estates-management/right-to-buy-council-house-/
Ashfield District Council,37UB,6,Find out about the right to buy scheme,151,8,http://www.ashfield-dc.gov.uk/ccm/navigation/business/estates-management/right-to-buy-council-house-/
Ashfield District Council,37UB,6,Tell Us Once : bereavement,321,33,http://www.nottinghamshire.gov.uk/home/youandyourcommunity/registrars/registrars-deaths.htm
Ashfield District Council,37UB,6,Find out about the bereavement service,328,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/bereavement/
Ashfield District Council,37UB,6,Find out about funeral expenses,331,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/bereavement/funeral-service/
Ashfield District Council,37UB,6,Find out about buying a grave plot,333,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/bereavement/burial/buying-a-grave/
Ashfield District Council,37UB,6,Find out about burial and grave details,335,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/bereavement/burial/burial-and-grave-details/
Ashfield District Council,37UB,6,Apply for a job at your local council,337,0,http://www.ashfield-dc.gov.uk/ccm/navigation/jobs-and-careers/
Ashfield District Council,37UB,6,Find out about jobs at your local council,337,8,http://www.ashfield-dc.gov.uk/ccm/navigation/jobs-and-careers/
Ashfield District Council,37UB,6,Pay for business advice - miscellaneous payments,349,4,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/online-payments/
Ashfield District Council,37UB,6,Find out about business advice - miscellaneous payments,349,8,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/online-payments/
Ashfield District Council,37UB,6,Regulation of  business advice - miscellaneous payments,349,9,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/online-payments/
Ashfield District Council,37UB,6,Make a complaint about your local council,353,0,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/complaints--comments---compliments/
Ashfield District Council,37UB,6,Find out about complaints procedure,353,8,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/complaints--comments---compliments/
Ashfield District Council,37UB,6,"Search council minutes, agendas and reports",354,8,http://www.ashfield-dc.gov.uk/cfusion/front_desk/committee_rep_mins/index.cfm
Ashfield District Council,37UB,6,Find out about councillors declaration of interest,355,8,http://www.ashfield-dc.gov.uk/ccm/content/my-council-/council-performance-policies-procedures-publications/contacts-consultation-and-feedback/contacting-council-officials-/councillors-declaration-of-interest.en
Ashfield District Council,37UB,6,Find out about your local councillors,358,8,http://www.ashfield-dc.gov.uk/cfusion/councillors/contact/contact_your_councillor.cfm?directgov=true
Ashfield District Council,37UB,6,Find out local council news,359,8,http://www.ashfield-dc.gov.uk/cfusion/news/index.cfm
Ashfield District Council,37UB,6,Apply for a proxy vote,361,0,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/elections/voting/
Ashfield District Council,37UB,6,Find out about proxy votes,361,8,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/elections/voting/
Ashfield District Council,37UB,6,Find out about elections,362,8,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/elections/voting/elections---voting/
Ashfield District Council,37UB,6,Apply to register on the electoral roll,364,0,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/elections/electoral-registration/
Ashfield District Council,37UB,6,Find out about the electoral register,364,8,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/elections/electoral-registration/
Ashfield District Council,37UB,6,Report an abandoned vehicle ,372,0,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/environmental-health/abandoned-vehicles/report-a-problem-online/
Ashfield District Council,37UB,6,Find out about abandoned vehicles,372,8,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/environmental-health/abandoned-vehicles/
Ashfield District Council,37UB,6,Find out about licences - boarding animals,374,8,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/other-licences-permits-and-registrations/animal-licences/boarding-animals/
Ashfield District Council,37UB,6,Regulation of licences - boarding animals,374,9,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/other-licences-permits-and-registrations/animal-licences/boarding-animals/
Ashfield District Council,37UB,6,Find out about : Licences - pet shops,375,8,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/other-licences-permits-and-registrations/animal-licences/pet-shop/
Ashfield District Council,37UB,6,Regulation of licences - pet shops,375,9,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/other-licences-permits-and-registrations/animal-licences/pet-shop/
Ashfield District Council,37UB,6,Find out about: Registration - scrap metal - site registration,378,8,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/other-licences-permits-and-registrations/scrap-metal-licences/
Ashfield District Council,37UB,6,Regulation of registration - scrap metal - site registration,378,9,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/other-licences-permits-and-registrations/scrap-metal-licences/
Ashfield District Council,37UB,6,Find out about licences - sex shops,388,8,http://www.ashfield-dc.gov.uk/ccm/content/business/business-and-street-trading-licences/sex-establishment-licence.en
Ashfield District Council,37UB,6,Regulation of licences - sex shops,388,9,http://www.ashfield-dc.gov.uk/ccm/content/business/business-and-street-trading-licences/sex-establishment-licence.en
Ashfield District Council,37UB,6,Find out about massage and special treatment premises licensing,389,8,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/other-licences-permits-and-registrations/personal-treatment-licences---/massage---special-treatment-/
Ashfield District Council,37UB,6,Registration of massage and special treatment premises licensing,389,9,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/other-licences-permits-and-registrations/personal-treatment-licences---/massage---special-treatment-/
Ashfield District Council,37UB,6,Find out about food premises registration,390,8,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/food-related-licensing/food-businesses/
Ashfield District Council,37UB,6,Registration of food premises registration,390,9,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/food-related-licensing/food-businesses/
Ashfield District Council,37UB,6,Report illegal street trading,399,0,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/contact-licensing/
Ashfield District Council,37UB,6,Find out about illegal street trading,399,8,http://www.ashfield-dc.gov.uk/ccm/navigation/business/business-and-street-trading-licences/other-licences-permits-and-registrations/street-trading-licences/street-trading---illegal/
Ashfield District Council,37UB,6,Report a noise nuisance,412,0,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/pollution/pollution-control---noise/
Ashfield District Council,37UB,6,Find out about Pollution control - noise,412,8,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/pollution/pollution-control---noise/
Ashfield District Council,37UB,6,Find out about local air  pollution,413,8,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/pollution/air-pollution/
Ashfield District Council,37UB,6,Apply for an asbestos inspection,415,0,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/pollution/hazardous-and-toxic-substances/pollution-control---asbestos/
Ashfield District Council,37UB,6,Find out about asbestos removal,415,8,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/pollution/hazardous-and-toxic-substances/pollution-control---asbestos/
Ashfield District Council,37UB,6,Find out about contaminated land,418,8,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/pollution/contaminated-land/
Ashfield District Council,37UB,6,Report discarded syringes,428,0,http://www.ashfield-dc.gov.uk/ccm/navigation/health-and-social-care/health-and-medical-care/alcohol--drugs-and-substance-use/syringes/report-a-problem-online/
Ashfield District Council,37UB,6,Find out about Safety - syringes - disposal,428,8,http://www.ashfield-dc.gov.uk/ccm/navigation/environment/environmental-health/what-to-do-if-you-find-a-needle-or-syringe/
